,fdr,tpr,fpr,shd,false_pos,false_neg,reserved_edges,pred_size,true_size,timing,causal_mech,dataset,dataset_name,dataset_index,algo
0,0.9411764705882353,0.25,0.6666666666666666,18,15,2,1,17,4,2864.7802963256836,linear_mechanism,medium_confounder_2,medium_confounder,2,sam
0,0.625,0.2727272727272727,1.6666666666666667,19,3,9,7,16,22,2.316758394241333,linear_mechanism,medium_selection_bias_1,medium_selection_bias,1,gran_dag
0,0.0,0.0,0.0,22,0,22,0,0,22,3037.944237470627,linear_mechanism,medium_selection_bias_1,medium_selection_bias,1,dag_gnn
0,0.5925925925925926,0.5,2.6666666666666665,17,6,1,10,27,22,29.227948904037476,linear_mechanism,medium_selection_bias_1,medium_selection_bias,1,cam
0,0.5555555555555556,0.36363636363636365,1.6666666666666667,18,4,8,6,18,22,1.3249564170837402,linear_mechanism,medium_selection_bias_1,medium_selection_bias,1,notears
0,0.0,0.0,0.0,22,0,22,0,0,22,1512.7105121612549,linear_mechanism,medium_selection_bias_1,medium_selection_bias,1,rl_bic
0,0.42857142857142855,0.18181818181818182,0.5,21,3,18,0,7,22,2894.7166895866394,linear_mechanism,medium_selection_bias_1,medium_selection_bias,1,sam
0,1.0,0.0,0.15789473684210525,12,3,9,0,3,9,2.3105223178863525,linear_mechanism,medium_no_issue_noise_1,medium_no_issue_noise,1,gran_dag
0,0.6923076923076923,0.8888888888888888,0.9473684210526315,18,17,0,1,26,9,22.81119179725647,linear_mechanism,medium_no_issue_noise_1,medium_no_issue_noise,1,cam
0,0.75,0.3333333333333333,0.47368421052631576,15,9,6,0,12,9,1.6423845291137695,linear_mechanism,medium_no_issue_noise_1,medium_no_issue_noise,1,notears
0,1.0,0.0,0.05263157894736842,10,1,9,0,1,9,1500.3632190227509,linear_mechanism,medium_no_issue_noise_1,medium_no_issue_noise,1,rl_bic
0,0.8888888888888888,0.1111111111111111,0.42105263157894735,15,7,7,1,9,9,2849.944484472275,linear_mechanism,medium_no_issue_noise_1,medium_no_issue_noise,1,sam
0,0.875,0.2,0.30434782608695654,11,7,4,0,8,5,2.280386447906494,linear_mechanism,medium_no_issue_no_noise_2,medium_no_issue_no_noise,2,gran_dag
0,1.0,0.0,0.13043478260869565,8,3,5,0,3,5,4227.103969812393,linear_mechanism,medium_no_issue_no_noise_2,medium_no_issue_no_noise,2,dag_gnn
0,0.8148148148148148,1.0,0.9565217391304348,22,22,0,0,27,5,29.440246105194092,linear_mechanism,medium_no_issue_no_noise_2,medium_no_issue_no_noise,2,cam
0,0.9,0.4,0.782608695652174,20,17,2,1,20,5,3.2122042179107666,linear_mechanism,medium_no_issue_no_noise_2,medium_no_issue_no_noise,2,notears
0,1.0,0.0,0.043478260869565216,6,1,5,0,1,5,1504.6014165878296,linear_mechanism,medium_no_issue_no_noise_2,medium_no_issue_no_noise,2,rl_bic
0,1.0,0.0,0.34782608695652173,12,7,4,1,8,5,2852.3877382278442,linear_mechanism,medium_no_issue_no_noise_2,medium_no_issue_no_noise,2,sam
0,1.0,0.0,0.08695652173913043,7,2,5,0,2,5,2.3135430812835693,linear_mechanism,medium_confounder_3,medium_confounder,3,gran_dag
0,1.0,0.0,0.043478260869565216,6,1,5,0,1,5,4227.900908708572,linear_mechanism,medium_confounder_3,medium_confounder,3,dag_gnn
0,0.8260869565217391,0.8,0.8260869565217391,20,19,1,0,23,5,17.458430528640747,linear_mechanism,medium_confounder_3,medium_confounder,3,cam
0,0.8636363636363636,0.6,0.8260869565217391,21,19,2,0,22,5,3.2988955974578857,linear_mechanism,medium_confounder_3,medium_confounder,3,notears
0,1.0,0.0,0.08695652173913043,7,2,5,0,2,5,1502.9329693317413,linear_mechanism,medium_confounder_3,medium_confounder,3,rl_bic
0,1.0,0.0,0.21739130434782608,10,5,5,0,5,5,2875.1558587551117,linear_mechanism,medium_confounder_3,medium_confounder,3,sam
0,0.5,0.2,0.043478260869565216,5,1,4,0,2,5,2.300173759460449,linear_mechanism,medium_selection_bias_2,medium_selection_bias,2,gran_dag
0,1.0,0.0,0.21739130434782608,10,5,5,0,5,5,2884.2958657741547,linear_mechanism,medium_selection_bias_2,medium_selection_bias,2,dag_gnn
0,0.9166666666666666,0.4,0.9565217391304348,24,21,2,1,24,5,20.04290771484375,linear_mechanism,medium_selection_bias_2,medium_selection_bias,2,cam
0,0.8125,0.6,0.5652173913043478,15,13,2,0,16,5,2.195310592651367,linear_mechanism,medium_selection_bias_2,medium_selection_bias,2,notears
0,1.0,0.0,0.2608695652173913,9,6,5,0,6,5,1509.3156690597534,linear_mechanism,medium_selection_bias_2,medium_selection_bias,2,rl_bic
0,1.0,0.0,0.34782608695652173,11,6,3,2,8,5,2904.6566421985626,linear_mechanism,medium_selection_bias_2,medium_selection_bias,2,sam
0,0.8333333333333334,0.2,0.21739130434782608,9,5,4,0,6,5,2.30594539642334,linear_mechanism,medium_unfaithful_2,medium_unfaithful,2,gran_dag
0,1.0,0.0,0.21739130434782608,10,5,5,0,5,5,2880.34450006485,linear_mechanism,medium_unfaithful_2,medium_unfaithful,2,dag_gnn
0,0.8095238095238095,0.8,0.7391304347826086,18,17,1,0,21,5,18.61561894416809,linear_mechanism,medium_unfaithful_2,medium_unfaithful,2,cam
0,0.8888888888888888,0.4,0.6956521739130435,19,16,3,0,18,5,2.5434908866882324,linear_mechanism,medium_unfaithful_2,medium_unfaithful,2,notears
0,1.0,0.0,0.30434782608695654,11,7,5,0,7,5,1509.8914613723755,linear_mechanism,medium_unfaithful_2,medium_unfaithful,2,rl_bic
0,1.0,0.0,0.6086956521739131,18,13,4,1,14,5,2886.6159930229187,linear_mechanism,medium_unfaithful_2,medium_unfaithful,2,sam
0,0.75,0.14285714285714285,0.14285714285714285,9,3,6,0,4,7,2.3030190467834473,linear_mechanism,medium_no_issue_no_noise_3,medium_no_issue_no_noise,3,gran_dag
0,1.0,0.0,0.14285714285714285,10,3,7,0,3,7,3009.608212709427,linear_mechanism,medium_no_issue_no_noise_3,medium_no_issue_no_noise,3,dag_gnn
0,0.8,0.7142857142857143,0.9523809523809523,20,18,0,2,25,7,23.20128560066223,linear_mechanism,medium_no_issue_no_noise_3,medium_no_issue_no_noise,3,cam
0,0.875,0.14285714285714285,0.3333333333333333,13,7,6,0,8,7,2.373063802719116,linear_mechanism,medium_no_issue_no_noise_3,medium_no_issue_no_noise,3,notears
0,1.0,0.0,0.19047619047619047,11,4,7,0,4,7,1509.1498136520386,linear_mechanism,medium_no_issue_no_noise_3,medium_no_issue_no_noise,3,rl_bic
0,1.0,0.0,0.19047619047619047,11,4,7,0,4,7,2853.206903219223,linear_mechanism,medium_no_issue_no_noise_3,medium_no_issue_no_noise,3,sam
0,0.8,0.2,0.17391304347826086,8,4,4,0,5,5,2.3116962909698486,linear_mechanism,medium_no_issue_noise_2,medium_no_issue_noise,2,gran_dag
0,1.0,0.0,0.13043478260869565,8,3,5,0,3,5,4008.7795703411102,linear_mechanism,medium_no_issue_noise_2,medium_no_issue_noise,2,dag_gnn
0,0.8333333333333334,0.8,0.8695652173913043,21,20,1,0,24,5,21.510818243026733,linear_mechanism,medium_no_issue_noise_2,medium_no_issue_noise,2,cam
0,1.0,0.0,0.5217391304347826,17,12,5,0,12,5,2.87701678276062,linear_mechanism,medium_no_issue_noise_2,medium_no_issue_noise,2,notears
0,1.0,0.0,0.043478260869565216,6,1,5,0,1,5,1499.8102509975433,linear_mechanism,medium_no_issue_noise_2,medium_no_issue_noise,2,rl_bic
0,0.8888888888888888,0.2,0.34782608695652173,11,7,3,1,9,5,2835.712699651718,linear_mechanism,medium_no_issue_noise_2,medium_no_issue_noise,2,sam
